model;dt;re-plan after #timesteps;planning horizon;v_min [m/s];v_max [m/s];a_min [m/s^2];a_max [m/s^2];delta_min [radians];delta_max [radians];v_delta_min [radians/s];v_delta_max [radians/s];road name;road completion;objective value;avg solve time;max solve time;min solve time;url animation;url stats
KST;16.67ms;8;5;2.5;6.0;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;48.69%;minimize_control_derivatives_offset_maximize_distance: 3568002.57;11.12ms;12.21ms;10.15ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-OrientedRoadFollowingModel-28-01-2025 14:54:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-OrientedRoadFollowingModel-28-01-2025 14:54:59/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;2.5;6.0;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;15.78%;minimize_control_derivatives_offset_maximize_distance: 1746901.52;9.38ms;11.15ms;8.23ms;"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-28-01-2025 14:54:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-28-01-2025 14:54:59/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;2.5;6.0;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;95.90%;minimize_control_derivatives_offset_maximize_distance: 2941925.95;11.25ms;18.72ms;1.08ms;"=HYPERLINK(""http://wg-server.net:8000/random-OrientedRoadFollowingModel-28-01-2025 14:54:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-OrientedRoadFollowingModel-28-01-2025 14:54:59/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.75%;minimize_control_derivatives_offset_maximize_distance: 546471.42;7.64ms;10.56ms;2.09ms;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-28-01-2025 14:54:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-28-01-2025 14:54:59/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.67%;minimize_control_derivatives_offset_maximize_distance: 493109.40;10.23ms;19.74ms;2.59ms;"=HYPERLINK(""http://wg-server.net:8000/straight-OrientedRoadFollowingModel-28-01-2025 14:54:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-OrientedRoadFollowingModel-28-01-2025 14:54:59/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.86%;minimize_control_derivatives_offset_maximize_distance: 458429.38;8.05ms;10.54ms;1.08ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-28-01-2025 14:54:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-28-01-2025 14:54:59/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;36.05%;minimize_control_derivatives_offset_maximize_distance: -360696.77;12.26ms;20.26ms;11.45ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-OrientedRoadFollowingModel-28-01-2025 14:54:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-OrientedRoadFollowingModel-28-01-2025 14:54:59/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.61%;minimize_control_derivatives_offset_maximize_distance: 1262874.86;6.47ms;10.42ms;1.98ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-28-01-2025 14:54:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-28-01-2025 14:54:59/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.63%;minimize_control_derivatives_offset_maximize_distance: 241924.52;8.43ms;11.81ms;1.18ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-OrientedRoadFollowingModel-28-01-2025 14:54:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-OrientedRoadFollowingModel-28-01-2025 14:54:59/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;95.86%;minimize_control_derivatives_offset_maximize_distance: 78996.42;4.92ms;8.21ms;0.95ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-28-01-2025 14:54:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-28-01-2025 14:54:59/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;95.82%;minimize_control_derivatives_offset_maximize_distance: -757151.74;11.00ms;19.67ms;2.13ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-OrientedRoadFollowingModel-28-01-2025 14:54:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-OrientedRoadFollowingModel-28-01-2025 14:54:59/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.35%;minimize_control_derivatives_offset_maximize_distance: 2783746.95;6.85ms;10.52ms;1.02ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-28-01-2025 14:54:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-28-01-2025 14:54:59/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.37%;minimize_control_derivatives_offset_maximize_distance: 9363012.52;8.04ms;12.26ms;2.39ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-OrientedRoadFollowingModel-28-01-2025 14:54:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-OrientedRoadFollowingModel-28-01-2025 14:54:59/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-28-01-2025 19:16:27/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-28-01-2025 19:16:27/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;93.60%;minimize_control_derivatives_offset_maximize_distance: 10053123.30;6.60ms;10.95ms;2.23ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-OrientedRoadFollowingModel-28-01-2025 19:16:27/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-OrientedRoadFollowingModel-28-01-2025 19:16:27/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;51.86%;minimize_control_derivatives_offset_maximize_distance: 931389.32;5.75ms;6.96ms;5.03ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-28-01-2025 19:16:27/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-28-01-2025 19:16:27/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;41.03%;minimize_control_derivatives_offset_maximize_distance: 1177317.35;8.10ms;10.26ms;7.31ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-OrientedRoadFollowingModel-28-01-2025 19:16:27/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-OrientedRoadFollowingModel-28-01-2025 19:16:27/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;13.67%;minimize_control_derivatives_offset_maximize_distance: 229175.08;11.82ms;14.07ms;9.75ms;"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-28-01-2025 19:16:27/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-28-01-2025 19:16:27/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;19.2;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;13.27%;minimize_control_derivatives_offset_maximize_distance: 2902881.03;12.61ms;14.39ms;11.48ms;"=HYPERLINK(""http://wg-server.net:8000/random-OrientedRoadFollowingModel-28-01-2025 19:16:27/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-OrientedRoadFollowingModel-28-01-2025 19:16:27/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.43%;maximize_distance: 171.77;4.94ms;11.11ms;0.82ms;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;92.47%;maximize_distance: 166.44;6.00ms;11.52ms;2.26ms;"=HYPERLINK(""http://wg-server.net:8000/straight-OrientedRoadFollowingModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-OrientedRoadFollowingModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.76%;maximize_distance: 225.64;4.77ms;7.69ms;0.53ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;56.13%;maximize_distance: 132.26;6.94ms;8.32ms;5.11ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-OrientedRoadFollowingModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-OrientedRoadFollowingModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.42%;maximize_distance: 97.22;3.65ms;6.68ms;0.97ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.33%;maximize_distance: 97.13;5.34ms;7.62ms;1.63ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-OrientedRoadFollowingModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-OrientedRoadFollowingModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;0%;maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;45.77%;maximize_distance: 147.73;6.69ms;12.17ms;5.87ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-OrientedRoadFollowingModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-OrientedRoadFollowingModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.53%;maximize_distance: 57.66;5.36ms;8.00ms;1.41ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.36%;maximize_distance: 57.56;6.44ms;9.00ms;1.33ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-OrientedRoadFollowingModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-OrientedRoadFollowingModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;43.08%;maximize_distance: 24.00;3.47ms;5.81ms;1.56ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;93.92%;maximize_distance: 52.32;4.44ms;7.53ms;1.42ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-OrientedRoadFollowingModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-OrientedRoadFollowingModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;47.94%;maximize_distance: 23.39;3.38ms;4.71ms;1.51ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;50.86%;maximize_distance: 24.82;5.14ms;6.88ms;3.86ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-OrientedRoadFollowingModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-OrientedRoadFollowingModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;21.14%;maximize_distance: 40.12;6.57ms;8.71ms;5.06ms;"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;95.82%;maximize_distance: 181.79;6.84ms;9.20ms;1.26ms;"=HYPERLINK(""http://wg-server.net:8000/random-OrientedRoadFollowingModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-OrientedRoadFollowingModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
PM;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.75%;maximize_distance: 172.34;5.22ms;8.40ms;0.72ms;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
KST;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.85%;maximize_distance: 172.53;5.54ms;7.80ms;1.25ms;"=HYPERLINK(""http://wg-server.net:8000/straight-OrientedRoadFollowingModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-OrientedRoadFollowingModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
